epoch,step,stage,loss,ACC,AUC,MCC,Q-value,F1,F0.5,F2,SE,SP,PPV,NPV,TP,FP,TN,FN
0,0,valid,0.6153,0.781,0.446,-0.122,0.446,,,,0.0,0.893,0.0,0.862,0,3,25,4
0,3552,valid,0.4565,0.816,0.699,0.272,0.58,0.29,0.429,0.218,0.188,0.973,0.633,0.828,224,130,4661,969
0,3552,train,0.4739,0.805,0.659,0.154,0.531,0.133,0.247,0.091,0.075,0.986,0.578,0.811,1699,1242,89769,20954
